"Cluster","HI05","HH_WT","PROVINCE","DISTRICT","HI04","TYPEHH","C128","C135_6","C135_Other","C144","C144_OTHER","C149A","C149B","C149_OTHER","C129","C130","C131","C132","C133","C134","C135_1","C135_2","C135_3","C135_4","C135_5","C136","C137_1","C137_2","C137_3","C137_4","C137_5","C137_6","C138","C139","C140","C141","C142","C143","C145","C146","C147","C148","C150","C151","hhid","camp","ref_weight"
301,11,,5,55,2,2,1,555,16,,,4,3,,2,1,1,0,3,0,,,,,,1,,,,,,,2,17,0,1,"01",1,10000,1,1,24,1,1,580101105,3,106.034248352051
301,12,,5,55,2,2,1,,,,,1,3,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,7000,0,0,4,,555,580101205,3,106.034248352051
301,14,,5,55,2,2,1,555,18,,,3,555,1,1,1,1,1,1,0,,,,,,1,,,,,,,1,,,1,"01",1,8000,0,0,12,,1,580101405,3,106.034248352051
301,16,,5,55,2,2,2,555,9,1,,111,111,,3,0,1,0,1,0,,,,,,1,,,,,,,1,,,2,"01",2,,,0,888,,555,580101605,3,106.034248352051
301,16,,5,55,2,2,3,,,1,,111,111,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",2,,,0,888,,555,580101605,3,106.034248352051
301,16,,5,55,2,2,1,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,1,,,1,"01",1,5000,0,0,888,,555,580101605,3,106.034248352051
302,1,,5,55,2,2,1,,,1,,3,4,,2,1,1,0,2,0,,,,,111,0,,,,,111,,2,17,0,2,"02",2,,,0,6,0,3,580200105,3,106.034248352051
302,2,,5,55,2,2,1,555,17,1,,3,4,,2,1,1,1,2,1,,,,,,1,,,,,,,2,17,0,4,"02",2,,,1,24,1,3,580200205,3,106.034248352051
302,11,,5,55,2,2,1,,,,,3,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,4000,1,0,3,0,3,580201105,3,106.034248352051
302,16,,5,55,2,2,1,,,,,1,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",1,6000,0,0,3,0,3,580201605,3,106.034248352051
302,18,,5,55,2,2,1,,,,,111,111,,2,1,1,1,3,1,1,,,1,,1,,,,,,,3,888,0,2,"02",1,200000,1,1,15,,3,580201805,3,106.034248352051
303,3,,5,55,2,2,1,,,1,,1,3,,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"0102",2,,,0,3,,3,580300305,3,106.034248352051
303,4,,5,55,2,2,1,,,,,1,2,,3,0,1,1,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,139200,1,0,4,,1,580300405,3,106.034248352051
303,4,,5,55,2,2,2,,,,,1,2,,3,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,139200,1,0,4,,2,580300405,3,106.034248352051
303,7,,5,55,2,2,1,,,1,,111,111,,3,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",2,,,0,12,,3,580300705,3,106.034248352051
303,10,,5,55,2,2,1,,,1,,1,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"02",2,,,0,5,,3,580301005,3,106.034248352051
303,13,,5,55,2,2,1,,,1,,4,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",2,,,0,4,1,3,580301305,3,106.034248352051
303,14,,5,55,2,2,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,10000,0,0,12,,3,580301405,3,106.034248352051
303,15,,5,55,2,2,1,,,,,111,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",1,9000,0,0,12,,3,580301505,3,106.034248352051
304,11,,5,55,2,2,1,,,,,111,111,,3,1,1,0,3,0,,,,,111,0,,,,,111,,3,888,0,1,"01",1,30000,0,0,4,,2,580401105,3,106.034248352051
304,13,,5,55,2,2,1,,,,,4,3,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,6000,1,0,3,0,3,580401305,3,106.034248352051
304,16,,5,55,2,2,1,,,1,,3,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"02",2,,,0,6,1,3,580401605,3,106.034248352051
304,18,,5,55,2,2,1,,,1,,4,6,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"02",2,,,0,3,0,3,580401805,3,106.034248352051
305,1,,5,55,2,2,1,,,1,,3,4,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,24,1,2,580500105,3,106.034248352051
305,6,,5,55,2,2,1,555,3,,,6,1,,3,1,1,0,3,0,,,,,,1,,,,,,,3,888,0,3,"0102",1,93600,1,0,4,,1,580500605,3,106.034248352051
305,9,,5,55,2,2,1,,,,,1,3,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,2,"0102",1,93600,1,0,5,,3,580500905,3,106.034248352051
305,9,,5,55,2,2,2,,,,,3,1,,3,0,1,1,3,0,,,,,111,0,,,,,111,,2,17,0,2,"0102",1,93600,1,0,5,,3,580500905,3,106.034248352051
305,10,,5,55,2,2,1,,,1,,1,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"02",2,,,0,4,,3,580501005,3,106.034248352051
305,11,,5,55,2,2,1,,,,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,12,0,1,"02",1,93600,1,1,15,,4,580501105,3,106.034248352051
305,12,,5,55,2,2,1,555,18,,,3,7,,2,1,1,1,3,0,,,,,,1,,,,,,,2,17,0,3,"0102",1,104400,1,1,13,0,1,580501205,3,106.034248352051
305,16,,5,55,2,2,1,,,,,4,3,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,3,"02",1,10000,0,0,6,0,3,580501605,3,106.034248352051
305,17,,5,55,2,2,1,,,,,4,3,,2,1,1,1,3,1,1,,,1,,1,,,,,,,3,888,0,3,"01",1,139200,1,0,6,0,1,580501705,3,106.034248352051
305,18,,5,55,2,2,1,,,3,,1,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",2,,,0,6,0,3,580501805,3,106.034248352051
306,2,,5,55,2,2,1,,,,,4,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,3000,0,0,2,1,3,580600205,3,106.034248352051
306,3,,5,55,2,2,2,,,,,111,111,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,17,1,1,"01",1,15900,1,0,12,,2,580600305,3,106.034248352051
306,3,,5,55,2,2,1,,,,,111,111,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,17,1,1,"01",1,15900,1,0,12,,2,580600305,3,106.034248352051
306,4,,5,55,2,2,1,,,,,6,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,5,"02",1,7000,0,0,3,,3,580600405,3,106.034248352051
306,6,,5,55,2,2,1,,,,,4,1,,2,0,1,1,3,1,,,,,111,0,,,,,111,,2,50,1,2,"01",1,15900,1,0,3,0,1,580600605,3,106.034248352051
306,6,,5,55,2,2,2,,,,,1,4,,1,1,1,1,1,1,,,,,111,0,,,,,111,,2,50,1,2,"01",1,15900,1,0,3,0,1,580600605,3,106.034248352051
306,14,,5,55,2,2,1,,,,,4,3,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,2,"01",1,93600,1,1,12,1,1,580601405,3,106.034248352051
307,2,,5,55,2,2,1,555,16,,,111,111,,3,1,1,1,1,1,,,,,,1,,,,,,,3,888,0,1,"01",1,15000,0,1,888,,4,580700205,3,106.034248352051
307,9,,5,55,2,2,1,,,1,,3,1,,1,1,1,1,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,4,,3,580700905,3,106.034248352051
307,10,,5,55,2,2,1,,,1,,1,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,3,580701005,3,106.034248352051
307,11,,5,55,2,2,1,,,,,1,6,,3,1,1,1,3,1,1,,,1,,1,,,,,,,3,888,0,2,"01",1,30000,1,0,6,,3,580701105,3,106.034248352051
307,12,,5,55,2,2,1,,,1,,3,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"02",2,,,0,3,1,3,580701205,3,106.034248352051
308,1,1039.469,5,56,2,1,1,,,,,6,111,,3,1,1,1,4,1,1,,,,,1,,,,,,,3,60,0,1,"01",1,4200,1,0,24,,3,590800105,,
308,4,1039.469,5,56,2,1,1,555,3,,,6,1,,1,1,1,0,1,0,,,,,,1,,,,,,,1,,,1,"01",1,6000,0,0,2,,3,590800405,,
308,8,1039.469,5,56,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,40,0,1,"01",1,3750,1,1,24,,2,590800805,,
308,9,1039.469,5,56,2,1,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",1,30000,0,0,2,,3,590800905,,
308,10,1039.469,5,56,2,1,1,,,,,111,111,,3,1,1,0,2,0,1,,,,,1,,,,,,,3,888,0,1,"01",1,3500,1,0,3,,2,590801005,,
308,13,1039.469,5,56,2,1,1,,,,,4,1,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,2,"01",1,3500,1,1,3,0,3,590801305,,
308,14,1039.469,5,56,2,1,1,,,,,6,111,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,1,"01",1,2000,0,0,3,,4,590801405,,
308,15,1039.469,5,56,2,1,2,,,1,,111,111,,3,0,1,0,1,1,,,,,111,0,,,,,111,,1,,,1,"01",2,,,0,3,,1,590801505,,
308,15,1039.469,5,56,2,1,1,,,,,6,3,,2,1,1,0,3,0,,,,,111,0,,,,,111,,2,40,0,3,"01",1,65000,1,0,3,,4,590801505,,
308,17,1039.469,5,56,2,1,1,555,3,,,111,111,,2,1,1,1,3,1,,,,,,1,,,,,,,2,40,0,1,"01",1,20000,0,0,24,,3,590801705,,
308,18,1039.469,5,56,2,1,1,555,3,,,6,3,,2,1,1,0,1,0,,,,,,1,,,,,,,2,888,0,3,"01",1,15000,1,0,2,,3,590801805,,
309,1,25.3374697674419,5,56,1,1,1,,,,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,50,1,1,"0102",1,50000,0,0,11,,1,590900105,,
310,1,1300.178,5,56,2,1,1,,,,,2,7,,3,1,1,1,4,1,1,,,1,,1,,,,,,,3,888,0,5,"01",1,10800,1,1,6,0,1,591000105,,
310,2,1300.178,5,56,2,1,1,,,4,,111,111,,3,1,1,0,3,1,1,,,,,1,,,,,,,3,50,0,1,"01",2,,,1,3,,3,591000205,,
310,4,1300.178,5,56,2,1,1,,,,,111,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,4,"02",1,34000,1,1,1,,3,591000405,,
310,6,1300.178,5,56,2,1,1,555,3,,,111,111,,3,1,1,1,3,1,,,,,,1,,,,,,,2,60,0,1,"0102",1,165000,1,0,2,,1,591000605,,
310,7,1300.178,5,56,2,1,1,,,3,,1,6,,2,1,1,0,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,1,12,,2,591000705,,
310,9,1300.178,5,56,2,1,1,,,,,1,111,,3,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,1,"01",1,6000,1,1,24,,3,591000905,,
310,13,1300.178,5,56,2,1,1,,,2,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,7,0,1,"01",2,,,0,24,,3,591001305,,
310,14,1300.178,5,56,2,1,1,,,555,8,6,2,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,12,0,1,"01",2,,,0,24,,1,591001405,,
310,15,1300.178,5,56,2,1,1,,,4,,4,7,,3,1,1,1,3,1,1,,,,,1,,,,,,,3,50,0,1,"01",2,,,1,4,0,1,591001505,,
310,17,1300.178,5,56,2,1,1,,,,,6,4,,2,1,1,0,2,0,,,,,111,0,,,,,111,,2,7,0,4,"02",1,30000,0,0,3,0,1,591001705,,
311,3,1505.08703561644,5,56,2,1,1,,,,,111,111,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"01",1,10500,0,0,24,,1,591100305,,
311,5,1505.08703561644,5,56,2,1,1,,,555,7,6,3,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,3,"01",2,,,0,4,,1,591100505,,
311,6,1505.08703561644,5,56,2,1,1,,,,,6,2,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,2,"01",1,5800,1,0,24,,1,591100605,,
311,7,1505.08703561644,5,56,2,1,1,555,3,,,6,111,,2,1,1,0,3,0,,,,,,1,,,,,,,2,10,0,1,"01",1,91000,0,0,24,,1,591100705,,
311,8,1505.08703561644,5,56,2,1,1,,,,,6,111,,2,1,1,1,3,1,,,,1,,1,,,,,,,3,888,0,1,"01",1,10480,0,1,24,,1,591100805,,
311,9,1505.08703561644,5,56,2,1,1,555,3,,,111,111,,2,1,1,0,1,0,,,,,,1,,,,,,,2,888,0,3,"01",1,25000,0,1,24,,3,591100905,,
312,1,1016.90338604651,5,56,2,1,1,,,,,111,111,,2,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,3,"01",1,28000,0,0,3,,3,591200105,,
312,5,1016.90338604651,5,56,2,1,1,,,,,111,111,,2,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,1,"0102",1,21000,1,0,5,,1,591200505,,
312,15,2024.391,5,56,2,1,1,,,3,,111,111,,3,1,1,0,5,0,,,,,111,0,,,,,111,,3,888,0,2,"02",2,,,0,2,,4,591201505,,
314,3,1890.69909118541,5,57,2,1,1,,,,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,10,0,1,"01",1,52500,1,1,6,,1,601400305,,
314,7,1890.69909118541,5,57,2,1,2,,,1,,111,111,,3,0,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,0,3,,1,601400705,,
314,7,1890.69909118541,5,57,2,1,1,,,,,111,111,,2,1,1,1,3,0,,,,,111,0,,,,,111,,2,888,0,1,"01",1,10000,1,1,3,,1,601400705,,
315,7,2205.92189189189,5,57,2,1,1,,,2,,1,4,,1,1,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,3,1,2,601500705,,
315,7,2205.92189189189,5,57,2,1,2,,,2,,4,1,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"01",2,,,0,3,1,2,601500705,,
316,5,2188.705078125,5,57,2,1,2,,,,,1,4,,3,1,1,1,4,1,1,,,,,1,,,,,,,3,888,0,4,"0102",1,30000,1,1,888,,1,601600505,,
316,5,2188.705078125,5,57,2,1,3,,,,,111,111,,2,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"0102",1,10000,0,1,888,0,3,601600505,,
316,5,2188.705078125,5,57,2,1,1,,,,,6,2,,1,0,1,0,1,0,,,,,111,0,,,,,111,,1,,,4,"0102",1,5000,0,0,2,,3,601600505,,
316,17,2188.705078125,5,57,2,1,1,,,4,,111,111,,3,1,1,1,3,0,1,,,,,1,,,,,,,3,50,0,1,"01",2,,,0,18,,1,601601705,,
318,2,14.9964432926829,5,57,1,1,2,555,18,,,1,2,,2,0,1,1,3,0,,,,,,1,,,,,,,2,20,0,2,"01",1,21000,0,0,2,,1,601800205,,
318,2,14.9964432926829,5,57,1,1,1,555,18,,,1,2,,2,1,1,1,3,0,,,,,,1,,,,,,,2,20,0,2,"01",1,21000,0,0,2,,1,601800205,,
318,2,14.9964432926829,5,57,1,1,3,555,18,,,1,2,,2,0,1,1,3,0,,,,,,1,,,,,,,2,20,0,2,"01",1,21000,0,0,2,,1,601800205,,
318,11,14.9964432926829,5,57,1,1,2,,,,,2,4,,2,0,1,1,2,0,,,,,111,0,,,,,111,,2,888,1,1,"01",1,50000,1,1,2,0,2,601801105,,
318,11,14.9964432926829,5,57,1,1,1,,,,,1,4,,2,1,1,1,2,0,,,,,111,0,,,,,111,,2,12,1,1,"01",1,50000,1,1,1,0,1,601801105,,
318,11,14.9964432926829,5,57,1,1,3,,,,,1,2,,3,0,1,1,2,1,,,,,111,0,,,,,111,,2,12,1,2,"01",1,50000,1,1,2,,1,601801105,,
319,9,2566.11,5,57,2,1,1,,,1,,111,111,,3,1,1,1,3,1,,,,,111,0,,,,,111,,2,888,0,1,"01",2,,,0,3,,1,601900905,,
